Topic_id,Erik_id,Erik_video_title,Video_title,match_score
10640202,240,02. Female Specific Pathologies - Sian Moss,2. Female Specific Pathologies - Sian Moss.mp4,71.68
10640203,218,08. Case work- Ghana - Ralf Jeutter,3. Female Case Work - Ralf Jeutter.mp4,50.31
10640203,245,07. Female Case Work - Ralf Jeutter,3. Female Case Work - Ralf Jeutter.mp4,71.68
10640203,308,10. Case Work - Ralf Jeutter,3. Female Case Work - Ralf Jeutter.mp4,58.03
10640203,404,08. Case Work - Ralf Jeutter,3. Female Case Work - Ralf Jeutter.mp4,58.03
10640204,246,08. Kent's Lectures - Ralf Jeutter,4. Kent's Lectures - Ralf Jeutter.mp4,66.94
10640205,248,01. Saccharum - Tony Hurley,5. Saccharum - Tony Hurley.mp4,60.30
10640206,236,09. Menstrual Disorders - Hilery Dorrian,6. Menstrual Disorders - Hilery Dorrian.mp4,66.94
10640206,237,10. Menstrual Disorders - Hilery Dorrian,6. Menstrual Disorders - Hilery Dorrian.mp4,66.94
10640207,236,09. Menstrual Disorders - Hilery Dorrian,7. Menstrual Disorders - Hilery Dorrian.mp4,66.94
10640207,237,10. Menstrual Disorders - Hilery Dorrian,7. Menstrual Disorders - Hilery Dorrian.mp4,66.94
10640208,221,01. Eizayaga Layers Method I - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,57.27
10640208,222,02. Eizayaga Layers Method I - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,57.27
10640208,230,03. Eizayaga Layers Method II - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,50.56
10640208,231,04. Eizayaga Layers Method II - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,50.56
10640208,243,05. Eizayaga Layers Method III Part 1 - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,77.99
10640208,244,06. Eizayaga Layers Method III Part 2 - Dion Tabrett,8. Eizayaga Layers Method III Part 1 - Dion Tabrett.mp4,77.99
10640209,221,01. Eizayaga Layers Method I - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,57.27
10640209,222,02. Eizayaga Layers Method I - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,57.27
10640209,230,03. Eizayaga Layers Method II - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,50.56
10640209,231,04. Eizayaga Layers Method II - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,50.56
10640209,243,05. Eizayaga Layers Method III Part 1 - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,77.99
10640209,244,06. Eizayaga Layers Method III Part 2 - Dion Tabrett,9. Eizayaga Layers Method III Part 2 - Dion Tabrett.mp4,77.99
10650201,241,03. Folliculinum - Hilery Dorrian,1. Folliculinum - Hilery Dorrian.mp4,60.30
10650202,251,04. Male A&P - Sian Moss,2. Male A&P - Sian Moss.mp4,60.30
10650202,252,05. Male Pathologies - Sian Moss,2. Male A&P - Sian Moss.mp4,51.01
10650203,251,04. Male A&P - Sian Moss,3. Male Pathologies - Sian Moss.mp4,51.01
10650203,252,05. Male Pathologies - Sian Moss,3. Male Pathologies - Sian Moss.mp4,66.94
10650204,253,06. Pregnancy - Caroline Gaskin,4. Pregnancy - Caroline Gaskin.mp4,60.30
10650204,254,07. Pregnancy - Caroline Gaskin,4. Pregnancy - Caroline Gaskin.mp4,60.30
10650205,253,06. Pregnancy - Caroline Gaskin,5. Pregnancy - Caroline Gaskin.mp4,60.30
10650205,254,07. Pregnancy - Caroline Gaskin,5. Pregnancy - Caroline Gaskin.mp4,60.30
10650206,211,10. Case Work - Robert Bridge,6. Case Work - Robert Bridge.mp4,66.94
10650206,255,08. Case Work - Robert Bridge,6. Case Work - Robert Bridge.mp4,66.94
10650206,315,08. Case Work - Robert Bridge,6. Case Work - Robert Bridge.mp4,66.94
10650206,371,06. Case Work - Robert Bridge,6. Case Work - Robert Bridge.mp4,66.94
10650207,99,4 - Tricia Allen- Acute Case taking,7. Children's Case Taking - Tricia Allen.mp4,58.03
10650207,124,9. Chronic Case Taking - Tricia Allen,7. Children's Case Taking - Tricia Allen.mp4,58.03
10650207,256,09. Children's Case Taking - Tricia Allen,7. Children's Case Taking - Tricia Allen.mp4,71.68
10650207,257,10. Children's Case Taking - Tricia Allen,7. Children's Case Taking - Tricia Allen.mp4,71.68
10650208,99,4 - Tricia Allen- Acute Case taking,8. Children's Case Taking - Tricia Allen.mp4,58.03
10650208,124,9. Chronic Case Taking - Tricia Allen,8. Children's Case Taking - Tricia Allen.mp4,58.03
10650208,256,09. Children's Case Taking - Tricia Allen,8. Children's Case Taking - Tricia Allen.mp4,71.68
10650208,257,10. Children's Case Taking - Tricia Allen,8. Children's Case Taking - Tricia Allen.mp4,71.68
10650209,250,03. Trauma - Colin Griffith_,9. Trauma - Colin Griffith_.mp4,60.30
10660201,242,04. Cimicifuga Hilery Dorrian,1. Cimicifuga Hilery Dorrian.mp4,60.30
10660204,348,03. Children's Remedies - Tricia Allen_1,4. Children's Remedies - Tricia Allen_1.mp4,66.94
10660205,261,04. The Milks - Tony Hurley,5. The Milks - Tony Hurley.mp4,66.94
10660205,262,05. The Milks - Tony Hurley,5. The Milks - Tony Hurley.mp4,66.94
10660205,306,08. The Spiders II - Tony Hurley.mp4,5. The Milks - Tony Hurley.mp4,51.94
10660205,336,The Magnesiums Tony Hurley,5. The Milks - Tony Hurley.mp4,51.01
10660206,261,04. The Milks - Tony Hurley,6. The Milks - Tony Hurley.mp4,66.94
10660206,262,05. The Milks - Tony Hurley,6. The Milks - Tony Hurley.mp4,66.94
10660206,306,08. The Spiders II - Tony Hurley.mp4,6. The Milks - Tony Hurley.mp4,51.94
10660206,336,The Magnesiums Tony Hurley,6. The Milks - Tony Hurley.mp4,51.01
10660207,263,06. Cocculus - Tony Hurley,7. Cocculus - Tony Hurley.mp4,60.30
10660208,265,08. Taking a Case in Class - Hilery Dorrian,8. Taking a Case in Class - Hilery Dorrian.mp4,75.23
10660209,267,10. Infertility & Conventional Treatment - Sian Moss,9. Infertility & Conventional Treatment - Sian Moss.mp4,71.68
10670201,268,01. China Officinalis - Tony Hurley,1. China Officinalis - Tony Hurley.mp4,66.94
10670202,270,03. Coffea Cruda & Related Remedies - Mike Bridger,2. Coffea Cruda & Related Remedies - Mike Bridger.mp4,75.23
10670203,271,04. Symptoms as Metaphors - Colin Griffith,3. Symptoms as Metaphors - Colin Griffith.mp4,71.68
10670204,272,05. Birth Trauma - Colin Griffith,4. Birth Trauma - Colin Griffith.mp4,66.94
10670205,275,08. James Compton Burnett - Dion Tabrett,5. James Compton Burnett - Dion Tabrett.mp4,71.68
10670206,341,Nutrition Part 1,6. Nutrition Part 1.mp4,70.93
10670206,342,Nutrition Part 2,6. Nutrition Part 1.mp4,70.93
10670207,341,Nutrition Part 1,7. Nutrition Part 2.mp4,70.93
10670207,342,Nutrition Part 2,7. Nutrition Part 2.mp4,70.93
10680201,278,01. Renal A&P & Pathology Part 1 - Sian Moss,1. Renal A&P & Pathology Part 1 - Sian Moss.mp4,71.68
10680201,279,02. Renal A&P & Pathology Part 2 - Sian Moss,1. Renal A&P & Pathology Part 1 - Sian Moss.mp4,71.68
10680202,278,01. Renal A&P & Pathology Part 1 - Sian Moss,2. Renal A&P & Pathology Part 2 - Sian Moss.mp4,71.68
10680202,279,02. Renal A&P & Pathology Part 2 - Sian Moss,2. Renal A&P & Pathology Part 2 - Sian Moss.mp4,71.68
10680203,280,03. Tarentula Hispanica - Marcus Fernandez,3. Tarentula Hispanica - Marcus Fernandez.mp4,66.94
10680204,229,01. Introduction to Remedy Mapping - Mike Bridger,4. Introduction to Case Mapping - Mike Bridger.mp4,55.86
10680204,281,04. Introduction to Case Mapping - Mike Bridger,4. Introduction to Case Mapping - Mike Bridger.mp4,75.23
10680205,282,05.Kidney Therapeuitics - Mike Bridger,5.Kidney Therapeuitics - Mike Bridger.mp4,66.94
10680206,283,06. Case & Remedy Mapping Part 1 - Mike Bridger,6. Case & Remedy Mapping Part 1 - Mike Bridger.mp4,75.23
10680206,284,07. Case Remedy & Mapping Part 2 - Mike Bridger,6. Case & Remedy Mapping Part 1 - Mike Bridger.mp4,75.23
10680207,283,06. Case & Remedy Mapping Part 1 - Mike Bridger,7. Case Remedy & Mapping Part 2 - Mike Bridger.mp4,75.23
10680207,284,07. Case Remedy & Mapping Part 2 - Mike Bridger,7. Case Remedy & Mapping Part 2 - Mike Bridger.mp4,75.23
10680208,287,10. Case Analysis - Writing up a Case - Susi Deller,8. Case Analysis - Writing up a Case - Susi Deller.mp4,82.00
10680209,341,Nutrition Part 1,9. Nutrition (Part 1) - Naomi Devlin.mp4,50.23
10680209,342,Nutrition Part 2,9. Nutrition (Part 1) - Naomi Devlin.mp4,50.23
10680209,462,06. Nutrition (Part 1) - Naomi Devlin,9. Nutrition (Part 1) - Naomi Devlin.mp4,66.94
10680209,463,07. Nutrition (Part 2) - Naomi Devlin,9. Nutrition (Part 1) - Naomi Devlin.mp4,66.94
10690201,291,04. Organ Support - Dion Tabrett,1. Organ Support - Dion Tabrett.mp4,66.94
10690201,292,05. Organ Support - Dion Tabrett (Part 2),1. Organ Support - Dion Tabrett.mp4,58.03
10690201,300,03. Organ Support II - Dion Tabrett,1. Organ Support - Dion Tabrett.mp4,58.03
10690201,302,05. Organ Support II - Dion Tabrett (Part 2),1. Organ Support - Dion Tabrett.mp4,51.94
10690201,311,03. Organ Support III - Dion Tabrett,1. Organ Support - Dion Tabrett.mp4,58.03
10690201,451,05. Organ Support Review - Dion Tabrett,1. Organ Support - Dion Tabrett.mp4,58.03
10690202,291,04. Organ Support - Dion Tabrett,2. Organ Support - Dion Tabrett (Part 2).mp4,58.03
10690202,292,05. Organ Support - Dion Tabrett (Part 2),2. Organ Support - Dion Tabrett (Part 2).mp4,71.68
10690202,300,03. Organ Support II - Dion Tabrett,2. Organ Support - Dion Tabrett (Part 2).mp4,50.31
10690202,302,05. Organ Support II - Dion Tabrett (Part 2),2. Organ Support - Dion Tabrett (Part 2).mp4,63.28
10690202,311,03. Organ Support III - Dion Tabrett,2. Organ Support - Dion Tabrett (Part 2).mp4,50.31
10690202,451,05. Organ Support Review - Dion Tabrett,2. Organ Support - Dion Tabrett (Part 2).mp4,50.31
10690203,295,08. Drug Management - Robert Bridge,3. Drug Management - Robert Bridge.mp4,66.94
10690203,297,10. Drug Management - Robert Bridge (Part 2),3. Drug Management - Robert Bridge.mp4,58.03
10690204,295,08. Drug Management - Robert Bridge,4. Drug Management - Robert Bridge (Part 2).mp4,58.03
10690204,297,10. Drug Management - Robert Bridge (Part 2),4. Drug Management - Robert Bridge (Part 2).mp4,71.68
10690205,285,08. The Spiders I -  Tony Hurley,5. The Spiders I -  Tony Hurley.mp4,66.94
10690205,306,08. The Spiders II - Tony Hurley.mp4,5. The Spiders I -  Tony Hurley.mp4,74.74
10690205,336,The Magnesiums Tony Hurley,5. The Spiders I -  Tony Hurley.mp4,51.01
10690206,285,08. The Spiders I -  Tony Hurley,6. The Spiders II - Tony Hurley.mp4,58.03
10690206,306,08. The Spiders II - Tony Hurley.mp4,6. The Spiders II - Tony Hurley.mp4,86.74
10690207,390,04. Bowel Nosodes (Part 1) - Hilery Dorrian,7. Bowel Nosodes (Part 1) - Hilery Dorrian.mp4,71.68
10690207,392,05. Bowel Nosodes (Part 2) - Hilery Dorrian-,7. Bowel Nosodes (Part 1) - Hilery Dorrian.mp4,71.68
10690207,402,06. Bowel Nosodes II (Part 1) - Hilery Dorrian-,7. Bowel Nosodes (Part 1) - Hilery Dorrian.mp4,63.28
10690207,403,07. Bowel Nosodes II (Part 2) - Hilery Dorrian,7. Bowel Nosodes (Part 1) - Hilery Dorrian.mp4,63.28
10690208,390,04. Bowel Nosodes (Part 1) - Hilery Dorrian,8. Bowel Nosodes (Part 2) - Hilery Dorrian-.mp4,71.68
10690208,392,05. Bowel Nosodes (Part 2) - Hilery Dorrian-,8. Bowel Nosodes (Part 2) - Hilery Dorrian-.mp4,71.68
10690208,402,06. Bowel Nosodes II (Part 1) - Hilery Dorrian-,8. Bowel Nosodes (Part 2) - Hilery Dorrian-.mp4,63.28
10690208,403,07. Bowel Nosodes II (Part 2) - Hilery Dorrian,8. Bowel Nosodes (Part 2) - Hilery Dorrian-.mp4,63.28
10690209,341,Nutrition Part 1,9. Nutrition (Part 2) - Naomi Devlin.mp4,50.23
10690209,342,Nutrition Part 2,9. Nutrition (Part 2) - Naomi Devlin.mp4,50.23
10690209,462,06. Nutrition (Part 1) - Naomi Devlin,9. Nutrition (Part 2) - Naomi Devlin.mp4,66.94
10690209,463,07. Nutrition (Part 2) - Naomi Devlin,9. Nutrition (Part 2) - Naomi Devlin.mp4,66.94
10700201,291,04. Organ Support - Dion Tabrett,1. Organ Support II - Dion Tabrett.mp4,58.03
10700201,292,05. Organ Support - Dion Tabrett (Part 2),1. Organ Support II - Dion Tabrett.mp4,50.31
10700201,300,03. Organ Support II - Dion Tabrett,1. Organ Support II - Dion Tabrett.mp4,71.68
10700201,302,05. Organ Support II - Dion Tabrett (Part 2),1. Organ Support II - Dion Tabrett.mp4,63.28
10700201,311,03. Organ Support III - Dion Tabrett,1. Organ Support II - Dion Tabrett.mp4,50.31
10700201,451,05. Organ Support Review - Dion Tabrett,1. Organ Support II - Dion Tabrett.mp4,50.31
10700202,291,04. Organ Support - Dion Tabrett,2. Organ Support II - Dion Tabrett (Part 2).mp4,51.94
10700202,292,05. Organ Support - Dion Tabrett (Part 2),2. Organ Support II - Dion Tabrett (Part 2).mp4,63.28
10700202,300,03. Organ Support II - Dion Tabrett,2. Organ Support II - Dion Tabrett (Part 2).mp4,63.28
10700202,302,05. Organ Support II - Dion Tabrett (Part 2),2. Organ Support II - Dion Tabrett (Part 2).mp4,75.23
10700203,303,06. The Nervous System - Sian Moss-,3 The Nervous System - Sian Moss-.mp4,71.68
10700203,305,07. The Nervous System - Sian Moss (Part 2),3 The Nervous System - Sian Moss-.mp4,63.28
10700203,309,01. Pathways of the Nervous System - Sian Moss,3 The Nervous System - Sian Moss-.mp4,57.27
10700203,329,Nervous System Pathologies II Sian Moss,3 The Nervous System - Sian Moss-.mp4,50.31
10700204,303,06. The Nervous System - Sian Moss-,4. The Nervous System - Sian Moss (Part 2).mp4,63.28
10700204,305,07. The Nervous System - Sian Moss (Part 2),4. The Nervous System - Sian Moss (Part 2).mp4,75.23
10700204,309,01. Pathways of the Nervous System - Sian Moss,4. The Nervous System - Sian Moss (Part 2).mp4,50.56
10700205,218,08. Case work- Ghana - Ralf Jeutter,5. Case Work - Ralf Jeutter.mp4,58.03
10700205,245,07. Female Case Work - Ralf Jeutter,5. Case Work - Ralf Jeutter.mp4,58.03
10700205,308,10. Case Work - Ralf Jeutter,5. Case Work - Ralf Jeutter.mp4,66.94
10700205,404,08. Case Work - Ralf Jeutter,5. Case Work - Ralf Jeutter.mp4,66.94
10700206,390,04. Bowel Nosodes (Part 1) - Hilery Dorrian,6. Bowel Nosodes II (Part 1) - Hilery Dorrian-.mp4,63.28
10700206,392,05. Bowel Nosodes (Part 2) - Hilery Dorrian-,6. Bowel Nosodes II (Part 1) - Hilery Dorrian-.mp4,63.28
10700206,402,06. Bowel Nosodes II (Part 1) - Hilery Dorrian-,6. Bowel Nosodes II (Part 1) - Hilery Dorrian-.mp4,75.23
10700206,403,07. Bowel Nosodes II (Part 2) - Hilery Dorrian,6. Bowel Nosodes II (Part 1) - Hilery Dorrian-.mp4,75.23
10700207,390,04. Bowel Nosodes (Part 1) - Hilery Dorrian,7. Bowel Nosodes II (Part 2) - Hilery Dorrian.mp4,63.28
10700207,392,05. Bowel Nosodes (Part 2) - Hilery Dorrian-,7. Bowel Nosodes II (Part 2) - Hilery Dorrian.mp4,63.28
10700207,402,06. Bowel Nosodes II (Part 1) - Hilery Dorrian-,7. Bowel Nosodes II (Part 2) - Hilery Dorrian.mp4,75.23
10700207,403,07. Bowel Nosodes II (Part 2) - Hilery Dorrian,7. Bowel Nosodes II (Part 2) - Hilery Dorrian.mp4,75.23
10710201,303,06. The Nervous System - Sian Moss-,1. Pathways of the Nervous System - Sian Moss.mp4,57.27
10710201,305,07. The Nervous System - Sian Moss (Part 2),1. Pathways of the Nervous System - Sian Moss.mp4,50.56
10710201,309,01. Pathways of the Nervous System - Sian Moss,1. Pathways of the Nervous System - Sian Moss.mp4,77.99
10710202,291,04. Organ Support - Dion Tabrett,2. Organ Support III - Dion Tabrett.mp4,58.03
10710202,292,05. Organ Support - Dion Tabrett (Part 2),2. Organ Support III - Dion Tabrett.mp4,50.31
10710202,300,03. Organ Support II - Dion Tabrett,2. Organ Support III - Dion Tabrett.mp4,50.31
10710202,311,03. Organ Support III - Dion Tabrett,2. Organ Support III - Dion Tabrett.mp4,71.68
10710202,451,05. Organ Support Review - Dion Tabrett,2. Organ Support III - Dion Tabrett.mp4,50.31
10710203,12,DAY 1 1330 Maggie Dixon Practitioner Development EDIT,3. Practitioner Development - Maggie Dixon.mp4,51.94
10710203,312,04. Practitioner Development - Maggie Dixon,3. Practitioner Development - Maggie Dixon.mp4,66.94
10710203,313,05. Practitioner Development - Maggie Dixon (Part 2),3. Practitioner Development - Maggie Dixon.mp4,58.03
10710203,430,04. Practitioner Development - Maggie Dixon,3. Practitioner Development - Maggie Dixon.mp4,66.94
10710203,469,04. Practitioner Development II (Part 1) - Maggie Dixon,3. Practitioner Development - Maggie Dixon.mp4,51.94
10710203,470,05. Practitioner Development II (Part 2) - Maggie Dixon,3. Practitioner Development - Maggie Dixon.mp4,51.94
10710204,312,04. Practitioner Development - Maggie Dixon,4. Practitioner Development - Maggie Dixon (Part 2).mp4,58.03
10710204,313,05. Practitioner Development - Maggie Dixon (Part 2),4. Practitioner Development - Maggie Dixon (Part 2).mp4,71.68
10710204,351,06. Childhood Development (Part 1) - Maggie Dixon,4. Practitioner Development - Maggie Dixon (Part 2).mp4,50.31
10710204,430,04. Practitioner Development - Maggie Dixon,4. Practitioner Development - Maggie Dixon (Part 2).mp4,58.03
10710204,469,04. Practitioner Development II (Part 1) - Maggie Dixon,4. Practitioner Development - Maggie Dixon (Part 2).mp4,63.28
10710204,470,05. Practitioner Development II (Part 2) - Maggie Dixon,4. Practitioner Development - Maggie Dixon (Part 2).mp4,63.28
10710205,304,07. The Metals - Tony Hurley (Part 2),5. The Metals - Tony Hurley.mp4,58.03
10710205,306,08. The Spiders II - Tony Hurley.mp4,5. The Metals - Tony Hurley.mp4,51.94
10710205,314,06. The Metals - Tony Hurley,5. The Metals - Tony Hurley.mp4,66.94
10710205,326,09. The Metals - Tony Hurley-010,5. The Metals - Tony Hurley.mp4,58.03
10710205,327,10. The Metals - Tony Hurley (Part 2)-007,5. The Metals - Tony Hurley.mp4,51.94
10710205,336,The Magnesiums Tony Hurley,5. The Metals - Tony Hurley.mp4,51.01
10710206,304,07. The Metals - Tony Hurley (Part 2),6. The Metals - Tony Hurley (Part 2).mp4,71.68
10710206,314,06. The Metals - Tony Hurley,6. The Metals - Tony Hurley (Part 2).mp4,58.03
10710206,326,09. The Metals - Tony Hurley-010,6. The Metals - Tony Hurley (Part 2).mp4,50.31
10710206,327,10. The Metals - Tony Hurley (Part 2)-007,6. The Metals - Tony Hurley (Part 2).mp4,63.28
10710206,349,04. The Snakes (Part 1) - Tony Hurley,6. The Metals - Tony Hurley (Part 2).mp4,50.31
10710207,211,10. Case Work - Robert Bridge,7. Case Work - Robert Bridge.mp4,66.94
10710207,255,08. Case Work - Robert Bridge,7. Case Work - Robert Bridge.mp4,66.94
10710207,315,08. Case Work - Robert Bridge,7. Case Work - Robert Bridge.mp4,66.94
10710207,371,06. Case Work - Robert Bridge,7. Case Work - Robert Bridge.mp4,66.94
10710209,313,05. Practitioner Development - Maggie Dixon (Part 2),9. Childhood Development (Part 1) - Maggie Dixon.mp4,50.31
10710209,351,06. Childhood Development (Part 1) - Maggie Dixon,9. Childhood Development (Part 1) - Maggie Dixon.mp4,71.68
10710209,352,07. Childhood Development (Part 2) - Maggie Dixon_1,9. Childhood Development (Part 1) - Maggie Dixon.mp4,50.31
10710210,352,07. Childhood Development (Part 2) - Maggie Dixon_1,10. Childhood Development (Part 2) - Maggie Dixon_1.mp4,63.28
10720201,318,01. Epidemics and Classfication of Disease - Ralf Jeutter,1. Epidemics and Classfication of Disease - Ralf Jeutter.mp4,77.99
10720201,319,02. Epidemics and Classfication of Disease - Ralf Jeutter (Part 2),1. Epidemics and Classfication of Disease - Ralf Jeutter.mp4,70.61
10720202,318,01. Epidemics and Classfication of Disease - Ralf Jeutter,2. Epidemics and Classfication of Disease - Ralf Jeutter (Part 2).mp4,70.61
10720202,319,02. Epidemics and Classfication of Disease - Ralf Jeutter (Part 2),2. Epidemics and Classfication of Disease - Ralf Jeutter (Part 2).mp4,80.20
10720203,320,03. Remedy Mapping III - Mike Bridger-008,3. Remedy Mapping III - Mike Bridger-008.mp4,75.23
10720204,321,04. The Kali_s - Mike Bridger,4. The Kali_s - Mike Bridger.mp4,66.94
10720205,276,09. Childhood Diseases - Ralf Jeutter,5. Childhood Diseases - Ralf Jeutter.mp4,66.94
10720205,277,10. Childhood Diseases - Ralf Jeutter,5. Childhood Diseases - Ralf Jeutter.mp4,66.94
10720206,322,05. Nervous System Pathology - Sian Moss-009,6. Nervous System Pathology - Sian Moss-009.mp4,75.23
10720208,323,06. Teenagers - Hilery Dorrian (2),8. Teenagers - Hilery Dorrian (2).mp4,60.30
10720208,324,07. Teenagers - Hilery Dorrian (Part 2),8. Teenagers - Hilery Dorrian (2).mp4,51.01
10720209,323,06. Teenagers - Hilery Dorrian (2),9. Teenagers - Hilery Dorrian (Part 2).mp4,51.01
10720209,324,07. Teenagers - Hilery Dorrian (Part 2),9. Teenagers - Hilery Dorrian (Part 2).mp4,66.94
10720209,411,05. Teenagers II (Part 1) - Hilery Dorrian,9. Teenagers - Hilery Dorrian (Part 2).mp4,58.03
10720209,412,06. Teenagers II (Part 2) - Hilery Dorrian,9. Teenagers - Hilery Dorrian (Part 2).mp4,58.03
10730201,330,Neurodegenerative Diseases Pt 1 Dion Tabrett,1. Neurodegenerative Diseases Pt 1 Dion Tabrett.mp4,84.66
10730201,331,Neurodegenerative Diseases Pt 2 Dion Tabrett,1. Neurodegenerative Diseases Pt 1 Dion Tabrett.mp4,84.66
10730202,330,Neurodegenerative Diseases Pt 1 Dion Tabrett,2. Neurodegenerative Diseases Pt 2 Dion Tabrett.mp4,84.66
10730202,331,Neurodegenerative Diseases Pt 2 Dion Tabrett,2. Neurodegenerative Diseases Pt 2 Dion Tabrett.mp4,84.66
10730203,329,Nervous System Pathologies II Sian Moss,3. Nervous System Pathologies II Sian Moss.mp4,86.74
10730204,276,09. Childhood Diseases - Ralf Jeutter,4. Childhood Diseases (Part 2) - Ralf Jeutter.mp4,58.03
10730204,277,10. Childhood Diseases - Ralf Jeutter,4. Childhood Diseases (Part 2) - Ralf Jeutter.mp4,58.03
10730205,306,08. The Spiders II - Tony Hurley.mp4,5. The Magnesiums Tony Hurley.mp4,51.94
10730205,336,The Magnesiums Tony Hurley,5. The Magnesiums Tony Hurley.mp4,81.82
10730206,332,Respiratory A&P Sian Moss,6. Respiratory A&P Sian Moss.mp4,77.65
10730207,333,The Acids Pt 1 Tony Hurley,7. The Acids Pt 1 Tony Hurley.mp4,84.66
10730207,334,The Acids Pt 2 Tony Hurley,7. The Acids Pt 1 Tony Hurley.mp4,84.66
10730208,333,The Acids Pt 1 Tony Hurley,8. The Acids Pt 2 Tony Hurley.mp4,84.66
10730208,334,The Acids Pt 2 Tony Hurley,8. The Acids Pt 2 Tony Hurley.mp4,84.66
10730209,328,Men through Middle Age Jenny Watson,9. Men through Middle Age Jenny Watson.mp4,86.74
10740201,345,Video case,1. Video case.mp4,70.93
10740202,337,03 video case pt 2,2. video case pt 2.mp4,60.30
10740202,345,Video case,2. video case pt 2.mp4,57.97
10740203,293,06. Delayed Development - Hilery Dorrian,3. Delayed Development - Hilery Dorrian.mp4,66.94
10740203,294,07. Delayed Development - Hilery Dorrian (Part 2),3. Delayed Development - Hilery Dorrian.mp4,58.03
10740203,301,04. Delayed Development II - Hilery Dorrian,3. Delayed Development - Hilery Dorrian.mp4,58.03
10740203,316,09. Delayed Development - Hilery Dorrian,3. Delayed Development - Hilery Dorrian.mp4,66.94
10740203,317,10. Delayed Development - Hilery Dorrian (Part 2),3. Delayed Development - Hilery Dorrian.mp4,58.03
10740204,293,06. Delayed Development - Hilery Dorrian,4. Delayed Development - Hilery Dorrian (Part 2).mp4,58.03
10740204,294,07. Delayed Development - Hilery Dorrian (Part 2),4. Delayed Development - Hilery Dorrian (Part 2).mp4,71.68
10740204,301,04. Delayed Development II - Hilery Dorrian,4. Delayed Development - Hilery Dorrian (Part 2).mp4,50.31
10740204,316,09. Delayed Development - Hilery Dorrian,4. Delayed Development - Hilery Dorrian (Part 2).mp4,58.03
10740204,317,10. Delayed Development - Hilery Dorrian (Part 2),4. Delayed Development - Hilery Dorrian (Part 2).mp4,71.68
10740205,338,Bacilium & related remedies,5. Bacilium & related remedies.mp4,77.65
10740206,339,Diabetes part 1,6. Diabetes part 1.mp4,70.93
10740206,340,Diabetes part 2,6. Diabetes part 1.mp4,70.93
10740207,339,Diabetes part 1,7. Diabetes part 2.mp4,70.93
10740207,340,Diabetes part 2,7. Diabetes part 2.mp4,70.93
10740208,293,06. Delayed Development - Hilery Dorrian,8. Delayed Development II - Hilery Dorrian.mp4,58.03
10740208,294,07. Delayed Development - Hilery Dorrian (Part 2),8. Delayed Development II - Hilery Dorrian.mp4,50.31
10740208,301,04. Delayed Development II - Hilery Dorrian,8. Delayed Development II - Hilery Dorrian.mp4,71.68
10740208,316,09. Delayed Development - Hilery Dorrian,8. Delayed Development II - Hilery Dorrian.mp4,58.03
10740208,317,10. Delayed Development - Hilery Dorrian (Part 2),8. Delayed Development II - Hilery Dorrian.mp4,50.31
10750201,346,01. Miasms & Depth of Action (Part 1) - Mike Bridger,1. Miasms & Depth of Action (Part 1) - Mike Bridger.mp4,77.99
10750201,347,02. Miasms & Depth of Action (Part 2) - Mike Bridger,1. Miasms & Depth of Action (Part 1) - Mike Bridger.mp4,77.99
10750201,361,06. Miasms and Depth of Action II - Mike Bridger (Part 1)_1,1. Miasms & Depth of Action (Part 1) - Mike Bridger.mp4,60.53
10750201,362,07. Miasms and Depth of Action II - Mike Bridger (Part 2)_1,1. Miasms & Depth of Action (Part 1) - Mike Bridger.mp4,60.53
10750202,346,01. Miasms & Depth of Action (Part 1) - Mike Bridger,2. Miasms & Depth of Action (Part 2) - Mike Bridger.mp4,77.99
10750202,347,02. Miasms & Depth of Action (Part 2) - Mike Bridger,2. Miasms & Depth of Action (Part 2) - Mike Bridger.mp4,77.99
10750202,361,06. Miasms and Depth of Action II - Mike Bridger (Part 1)_1,2. Miasms & Depth of Action (Part 2) - Mike Bridger.mp4,60.53
10750202,362,07. Miasms and Depth of Action II - Mike Bridger (Part 2)_1,2. Miasms & Depth of Action (Part 2) - Mike Bridger.mp4,60.53
10750203,304,07. The Metals - Tony Hurley (Part 2),3. The Snakes (Part 1) - Tony Hurley.mp4,50.31
10750203,349,04. The Snakes (Part 1) - Tony Hurley,3. The Snakes (Part 1) - Tony Hurley.mp4,71.68
10750203,350,05. The Snakes (Part 2) - Tony Hurley_1,3. The Snakes (Part 1) - Tony Hurley.mp4,50.31
10750204,349,04. The Snakes (Part 1) - Tony Hurley,4. The Snakes (Part 2) - Tony Hurley_1.mp4,50.31
